Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,,,,,,,,,,,,
CJ Corp,Consumer Staples,Food Processing,Asia,South Korea,3.7,17.2,0.1,21,1258,http://www.forbes.com/companies/cj-corp/,0.004761905,0.005813953,,,,,,,,,,,,
Bank of Ayudhya,Financials,Regional Banks,Asia,Thailand,7,3.1,0.4,35.9,1259,http://www.forbes.com/companies/bank-of-ayudhya/,0.011142061,0.129032258,,,,,,,,,,,,
Raymond James Financial,Financials,Investment Services,North America,United States,7.8,4.6,0.4,21.9,1260,http://www.forbes.com/companies/raymond-james-financial/,0.01826484,0.086956522,,,,,,,,,,,,
Thai Beverage,Consumer Staples,Beverages,Asia,Thailand,12.1,5.1,0.6,5.6,1261,http://www.forbes.com/companies/thai-beverage/,0.107142857,0.117647059,,,,,,,,,,,,
Michael Kors Holdings,Consumer Discretionary,Apparel/Accessories,Asia,Hong Kong,19.4,3,0.6,2,1262,http://www.forbes.com/companies/michael-kors-holdings/,0.3,0.2,,,,,,,,,,,,
Bankinter,Financials,Regional Banks,Europe,Spain,7.4,3,0.3,76,1263,http://www.forbes.com/companies/bankinter/,0.003947368,0.1,,,,,,,,,,,,
SKF Group,Industrials,Other Industrial Equipment,Europe,Sweden,11.7,9.8,0.1,11.1,1264,http://www.forbes.com/companies/skf-group/,0.009009009,0.010204082,,,,,,,,,,,,
Health Care REIT,Financials,Real Estate,North America,United States,17.3,2.9,0.1,23.1,1264,http://www.forbes.com/companies/health-care-reit/,0.004329004,0.034482759,,,,,,,,,,,,
Chugoku Electric Power,Utilities,Electric Utilities,Asia,Japan,4.9,12.5,-0.2,27.3,1266,http://www.forbes.com/companies/chugoku-electric-power/,-0.007326007,-0.016,,,,,,,,,,,,
Gemdale,Financials,Real Estate,Asia,China,5,6.3,0.5,19.2,1267,http://www.forbes.com/companies/gemdale/,0.026041667,0.079365079,,,,,,,,,,,,
Shinsei Bank,Financials,Regional Banks,Asia,Japan,5.1,3.5,0.4,87.1,1267,http://www.forbes.com/companies/shinsei-bank/,0.004592423,0.114285714,,,,,,,,,,,,
AutoNation,Consumer Discretionary,Specialty Stores,North America,United States,6.5,17.5,0.4,7.9,1267,http://www.forbes.com/companies/autonation/,0.050632911,0.022857143,,,,,,,,,,,,
OTP Bank,Financials,Regional Banks,Europe,Hungary,5.3,6.2,0.3,48.2,1270,http://www.forbes.com/companies/otp-bank/,0.006224066,0.048387097,,,,,,,,,,,,
DSME,Industrials,Heavy Equipment,Asia,South Korea,5.9,14,0.2,17.5,1271,http://www.forbes.com/companies/dsme/,0.011428571,0.014285714,,,,,,,,,,,,
Greentown China Holdings,Financials,Real Estate,Asia,China,2.5,4.7,0.8,20.2,1271,http://www.forbes.com/companies/greentown-china-holdings/,0.03960396,0.170212766,,,,,,,,,,,,
Delek Group,Financials,Investment Services,Asia,Israel,4.7,10.7,0.2,35.6,1273,http://www.forbes.com/companies/delek-group/,0.005617978,0.018691589,,,,,,,,,,,,
Empire,Consumer Staples,Food Retail,North America,Canada,5.6,18.6,0.3,11.1,1274,http://www.forbes.com/companies/empire/,0.027027027,0.016129032,,,,,,,,,,,,
Eisai,Health Care,Pharmaceuticals,Asia,Japan,10.8,6,0.4,9.3,1275,http://www.forbes.com/companies/eisai/,0.043010753,0.066666667,,,,,,,,,,,,
MISC,Industrials,Other Transportation,Asia,Malaysia,9.4,2.8,0.7,12.3,1276,http://www.forbes.com/companies/misc/,0.056910569,0.25,,,,,,,,,,,,
Belle International Holdings,Consumer Discretionary,Apparel/Footwear Retail,Asia,Hong Kong,8.4,5.9,0.7,5.5,1277,http://www.forbes.com/companies/belle-international-holdings/,0.127272727,0.118644068,,,,,,,,,,,,
Essar Energy,Energy,Oil & Gas Operations,Africa,Mauritius,1.5,27.8,-0.3,16.1,1278,http://www.forbes.com/companies/essar-energy/,-0.01863354,-0.010791367,,,,,,,,,,,,
CONSOL Energy,Materials,Diversified Metals & Mining,North America,United States,9.1,4.4,0.7,11.4,1279,http://www.forbes.com/companies/consol-energy/,0.061403509,0.159090909,,,,,,,,,,,,
Shoprite Holdings,Consumer Staples,Food Retail,Africa,South Africa,8.9,10.1,0.4,3.8,1280,http://www.forbes.com/companies/shoprite-holdings/,0.105263158,0.03960396,,,,,,,,,,,,
Oil & Gas Development,Energy,Oil & Gas Operations,Asia,Pakistan,10.8,2.4,1.1,4.6,1280,http://www.forbes.com/companies/oil-gas-development/,0.239130435,0.458333333,,,,,,,,,,,,
China Cosco Holdings,Industrials,Other Transportation,Asia,China,5.5,10.1,0,26.7,1282,http://www.forbes.com/companies/china-cosco-holdings/,0,0,,,,,,,,,,,,
Nikon,Consumer Discretionary,Consumer Electronics,Asia,Japan,6.4,10,0.5,9.1,1283,http://www.forbes.com/companies/nikon/,0.054945055,0.05,,,,,,,,,,,,
Masraf Al Rayan,Financials,Regional Banks,Asia,Qatar,8.5,0.6,0.5,18.3,1284,http://www.forbes.com/companies/masraf-al-rayan/,0.027322404,0.833333333,,,,,,,,,,,,
Taisei,Industrials,Construction Services,Asia,Japan,5.2,15.1,0.3,14.5,1285,http://www.forbes.com/companies/taisei/,0.020689655,0.01986755,,,,,,,,,,,,
GF Securities,Financials,Investment Services,Asia,China,9.5,1.2,0.4,17.5,1286,http://www.forbes.com/companies/gf-securities/,0.022857143,0.333333333,,,,,,,,,,,,
Westfield Retail Trust,Financials,Real Estate,Australia,Australia,8.3,0.5,0.7,12.3,1286,http://www.forbes.com/companies/westfield-retail-trust/,0.056910569,1.4,,,,,,,,,,,,
Petrofac,Energy,Oil Services & Equipment,Europe,United Kingdom,8.2,6.3,0.6,7.3,1288,http://www.forbes.com/companies/petrofac/,0.082191781,0.095238095,,,,,,,,,,,,
Zions Bancorp,Financials,Regional Banks,North America,United States,5.8,2.3,0.4,56.4,1288,http://www.forbes.com/companies/zions-bancorp/,0.007092199,0.173913043,,,,,,,,,,,,
IDBI Bank,Financials,Regional Banks,Asia,India,1.7,5.2,0.3,59.4,1290,http://www.forbes.com/companies/idbi-bank/,0.005050505,0.057692308,,,,,,,,,,,,
BBMG,Materials,Construction Materials,Asia,China,4.7,7,0.5,16.3,1291,http://www.forbes.com/companies/bbmg/,0.030674847,0.071428571,,,,,,,,,,,,
Savola Group,Consumer Staples,Food Processing,Asia,Saudi Arabia,9.8,7,0.5,6.6,1292,http://www.forbes.com/companies/savola-group/,0.075757576,0.071428571,,,,,,,,,,,,
Sun Pharma Industries,Health Care,Pharmaceuticals,Asia,India,19.9,2.1,0.5,4.1,1293,http://www.forbes.com/companies/sun-pharma-industries/,0.12195122,0.238095238,,,,,,,,,,,,
Vornado Realty,Financials,Real Estate,North America,United States,18.6,2.7,0.1,20.1,1294,http://www.forbes.com/companies/vornado-realty/,0.004975124,0.037037037,,,,,,,,,,,,
First Financial Holding,Financials,Investment Services,Asia,Taiwan,5.5,1.6,0.4,76.1,1295,http://www.forbes.com/companies/first-financial-holding/,0.005256242,0.25,,,,,,,,,,,,
Canadian Oil Sands,Energy,Oil & Gas Operations,North America,Canada,10.1,3.9,0.8,9.6,1296,http://www.forbes.com/companies/canadian-oil-sands/,0.083333333,0.205128205,,,,,,,,,,,,
China Merchants Property,Financials,Real Estate,Asia,China,5,4.6,0.7,22.1,1297,http://www.forbes.com/companies/china-merchants-property/,0.031674208,0.152173913,,,,,,,,,,,,
Pirelli & C,Consumer Discretionary,Auto & Truck Parts,Europe,Italy,7.7,8.2,0.4,10,1298,http://www.forbes.com/companies/pirelli-c/,0.04,0.048780488,,,,,,,,,,,,
OMRON,Information Technology,Electronics,Asia,Japan,9.2,7.6,0.4,6.1,1299,http://www.forbes.com/companies/omron/,0.06557377,0.052631579,,,,,,,,,,,,
Seiko Epson,Industrials,Business Products & Supplies,Asia,Japan,6.2,10,0.5,8.5,1300,http://www.forbes.com/companies/seiko-epson/,0.058823529,0.05,,,,,,,,,,,,
Popular,Financials,Regional Banks,North America,Puerto Rico,3.2,2.5,0.6,35.7,1300,http://www.forbes.com/companies/popular/,0.016806723,0.24,,,,,,,,,,,,
Hoya,Information Technology,Electronics,Asia,Japan,13.3,4.2,0.7,6.5,1302,http://www.forbes.com/companies/hoya/,0.107692308,0.166666667,,,,,,,,,,,,
Juniper Networks,Information Technology,Communications Equipment,North America,United States,13.2,4.7,0.4,10.3,1303,http://www.forbes.com/companies/juniper-networks/,0.038834951,0.085106383,,,,,,,,,,,,
Saudi Arabian Mining,Materials,Diversified Metals & Mining,Asia,Saudi Arabia,9,1.5,0.4,17.1,1303,http://www.forbes.com/companies/saudi-arabian-mining/,0.023391813,0.266666667,,,,,,,,,,,,
Metro Inc,Consumer Staples,Food Retail,North America,Canada,5.2,11.1,0.7,4.9,1305,http://www.forbes.com/companies/metro-inc/,0.142857143,0.063063063,,,,,,,,,,,,
Universal Health,Health Care,Healthcare Services,North America,United States,8.1,7.3,0.5,8.3,1306,http://www.forbes.com/companies/universal-health/,0.060240964,0.068493151,,,,,,,,,,,,
Givaudan,Materials,Specialized Chemicals,Europe,Switzerland,14.3,4.7,0.5,7,1307,http://www.forbes.com/companies/givaudan/,0.071428571,0.106382979,,,,,,,,,,,,
Petronas Gas,Utilities,Natural Gas Utilities,Asia,Malaysia,14.7,1.2,0.7,4,1308,http://www.forbes.com/companies/petronas-gas/,0.175,0.583333333,,,,,,,,,,,,
Severstal,Materials,Iron & Steel,Asia,Russia,6.3,13.3,0.1,14.5,1309,http://www.forbes.com/companies/severstal/,0.006896552,0.007518797,,,,,,,,,,,,
Regeneron Pharmaceuticals,Health Care,Biotechs,North America,United States,30.7,2.1,0.4,3,1310,http://www.forbes.com/companies/regeneron-pharmaceuticals/,0.133333333,0.19047619,,,,,,,,,,,,
PGN,Utilities,Natural Gas Utilities,Asia,Indonesia,11.2,3,0.9,4.4,1311,http://www.forbes.com/companies/pgn/,0.204545455,0.3,,,,,,,,,,,,
Nitto Denko,Materials,Diversified Chemicals,Asia,Japan,8.2,7.5,0.5,7.6,1312,http://www.forbes.com/companies/nitto-denko/,0.065789474,0.066666667,,,,,,,,,,,,
China National Chemical,Industrials,Construction Services,Asia,China,4.9,9.7,0.6,11,1313,http://www.forbes.com/companies/china-national-chemical/,0.054545455,0.06185567,,,,,,,,,,,,
Hankook Tire,,,Asia,South Korea,7.2,6.5,0.7,7.4,1314,http://www.forbes.com/companies/hankook-tire/,0.094594595,0.107692308,,,,,,,,,,,,
Keurig Green Mountain,,,North America,United States,16.3,4.4,0.5,3.7,1315,http://www.forbes.com/companies/keurig-green-mountain/,0.135135135,0.113636364,,,,,,,,,,,,
Torchmark,Financials,Life & Health Insurance,North America,United States,7,3.8,0.5,18.2,1316,http://www.forbes.com/companies/torchmark/,0.027472527,0.131578947,,,,,,,,,,,,
Infineon Technologies,Information Technology,Semiconductors,Europe,Germany,13.7,5.3,0.5,8.1,1316,http://www.forbes.com/companies/infineon-technologies/,0.061728395,0.094339623,,,,,,,,,,,,
Aeroports de Paris,Industrials,Other Transportation,Europe,France,12.6,3.7,0.4,13.3,1318,http://www.forbes.com/companies/aeroports-de-paris/,0.030075188,0.108108108,,,,,,,,,,,,
Orica,Materials,Diversified Metals & Mining,Australia,Australia,7.4,6.8,0.6,8,1319,http://www.forbes.com/companies/orica/,0.075,0.088235294,,,,,,,,,,,,
Paychex,Consumer Discretionary,Business & Personal Services,North America,United States,15.5,2.4,0.6,7.1,1320,http://www.forbes.com/companies/paychex/,0.084507042,0.25,,,,,,,,,,,,
KazMunaiGas Exploration,Energy,Oil & Gas Operations,Asia,Kazakhstan,5.8,5.4,0.9,10.3,1321,http://www.forbes.com/companies/kazmunaigas-exploration/,0.087378641,0.166666667,,,,,,,,,,,,
Ahli United Bank,Financials,Regional Banks,Asia,Bahrain,4.7,1.3,0.6,32.7,1322,http://www.forbes.com/companies/ahli-united-bank/,0.018348624,0.461538462,,,,,,,,,,,,
Catamaran,Health Care,Healthcare Services,North America,United States,9.4,14.8,0.3,8,1323,http://www.forbes.com/companies/catamaran/,0.0375,0.02027027,,,,,,,,,,,,
Severn Trent,Utilities,Diversified Utilities,Europe,United Kingdom,7.4,2.9,0.7,13,1324,http://www.forbes.com/companies/severn-trent/,0.053846154,0.24137931,,,,,,,,,,,,
Inter Rao,Utilities,Electric Utilities,Asia,Russia,2.4,20.8,-0.7,15.6,1324,http://www.forbes.com/companies/inter-rao/,-0.044871795,-0.033653846,,,,,,,,,,,,
CNO Financial Group,Financials,Life & Health Insurance,North America,United States,4.1,4.5,0.5,34.8,1324,http://www.forbes.com/companies/cno-financial-group/,0.014367816,0.111111111,,,,,,,,,,,,
Obayashi,Industrials,Construction Services,Asia,Japan,4.2,16,0.1,17.8,1327,http://www.forbes.com/companies/obayashi/,0.005617978,0.00625,,,,,,,,,,,,
JGC,Industrials,Construction Services,Asia,Japan,8.7,6.9,0.5,6.9,1328,http://www.forbes.com/companies/jgc/,0.072463768,0.072463768,,,,,,,,,,,,
Steel Authority of India,Materials,Iron & Steel,Asia,India,4.9,8.2,0.4,15.9,1328,http://www.forbes.com/companies/steel-authority-of-india/,0.025157233,0.048780488,,,,,,,,,,,,
Abengoa,Industrials,Construction Services,Europe,Spain,4,9.8,0.1,29.1,1330,http://www.forbes.com/companies/abengoa/,0.003436426,0.010204082,,,,,,,,,,,,
Zoetis,Health Care,Pharmaceuticals,North America,United States,14.7,4.6,0.5,6.6,1330,http://www.forbes.com/companies/zoetis/,0.075757576,0.108695652,,,,,,,,,,,,
Medipal Holdings,Health Care,Pharmaceuticals,Asia,Japan,3.6,29.5,0.2,13.4,1332,http://www.forbes.com/companies/medipal-holdings/,0.014925373,0.006779661,,,,,,,,,,,,
YTL,Utilities,Diversified Utilities,Asia,Malaysia,4.9,6.3,0.5,18.5,1333,http://www.forbes.com/companies/ytl/,0.027027027,0.079365079,,,,,,,,,,,,
Helmerich & Payne,Energy,Oil Services & Equipment,North America,United States,11.7,3.4,0.7,6.4,1333,http://www.forbes.com/companies/helmerich-payne/,0.109375,0.205882353,,,,,,,,,,,,
TCL Corp,Consumer Discretionary,Consumer Electronics,Asia,China,3.5,13.8,0.3,12.9,1335,http://www.forbes.com/companies/tcl-corp/,0.023255814,0.02173913,,,,,,,,,,,,
Avago Technologies,Information Technology,Semiconductors,Asia,Singapore,16.2,2.7,0.6,3.5,1336,http://www.forbes.com/companies/avago-technologies/,0.171428571,0.222222222,,,,,,,,,,,,
Coca-Cola HBC,Consumer Staples,Beverages,Europe,Switzerland,9.1,9.1,0.3,10,1337,http://www.forbes.com/companies/coca-cola-hbc/,0.03,0.032967033,,,,,,,,,,,,
Rural Electrification,Financials,Investment Services,Asia,India,3.7,2.5,0.7,24,1338,http://www.forbes.com/companies/rural-electrification/,0.029166667,0.28,,,,,,,,,,,,
Evraz Group,Materials,Iron & Steel,Europe,United Kingdom,2,14.5,-0.4,18.8,1338,http://www.forbes.com/companies/evraz-group/,-0.021276596,-0.027586207,,,,,,,,,,,,
Xilinx,Information Technology,Semiconductors,North America,United States,14.7,2.3,0.6,5,1338,http://www.forbes.com/companies/xilinx/,0.12,0.260869565,,,,,,,,,,,,
Rockwell Collins,Industrials,Aerospace & Defense,North America,United States,10.9,4.6,0.6,7.1,1341,http://www.forbes.com/companies/rockwell-collins/,0.084507042,0.130434783,,,,,,,,,,,,
Deutsche Annington Immobilien,,,Europe,Germany,6.8,1.9,0.6,15.3,1341,http://www.forbes.com/companies/deutsche-annington-immobilien/,0.039215686,0.315789474,,,,,,,,,,,,
LabCorp,Health Care,Healthcare Services,North America,United States,8.7,5.8,0.6,7,1343,http://www.forbes.com/companies/labcorp/,0.085714286,0.103448276,,,,,,,,,,,,
Maxis,Telecommunication Services,Telecommunications services,Asia,Malaysia,16,2.9,0.6,5.3,1344,http://www.forbes.com/companies/maxis/,0.113207547,0.206896552,,,,,,,,,,,,
AGL Energy,Utilities,Electric Utilities,Australia,Australia,7.8,9.2,0.3,12.5,1345,http://www.forbes.com/companies/agl-energy/,0.024,0.032608696,,,,,,,,,,,,
Ternium,Materials,Iron & Steel,Europe,Luxembourg,5.9,8.5,0.5,10.5,1345,http://www.forbes.com/companies/ternium/,0.047619048,0.058823529,,,,,,,,,,,,
Family Dollar Stores,Consumer Discretionary,Discount Stores,North America,United States,6.6,10.5,0.4,3.9,1347,http://www.forbes.com/companies/family-dollar-stores/,0.102564103,0.038095238,,,,,,,,,,,,
British Land,Financials,Real Estate,Europe,United Kingdom,11,0.5,0.4,12.6,1348,http://www.forbes.com/companies/british-land/,0.031746032,0.8,,,,,,,,,,,,
China International Marine,Industrials,Heavy Equipment,Asia,China,6.2,9.3,0.4,12,1349,http://www.forbes.com/companies/china-international-marine/,0.033333333,0.043010753,,,,,,,,,,,,
Aozora Bank,Financials,Major Banks,Asia,Japan,4.7,1.2,0.5,46.2,1349,http://www.forbes.com/companies/aozora-bank/,0.010822511,0.416666667,,,,,,,,,,,,
Electrolux Group,Consumer Discretionary,Household Appliances,Europe,Sweden,6.3,16.8,0.1,11.8,1351,http://www.forbes.com/companies/electrolux-group/,0.008474576,0.005952381,,,,,,,,,,,,
Vallourec,Industrials,Other Industrial Equipment,Europe,France,6.8,7.4,0.3,12.8,1352,http://www.forbes.com/companies/vallourec/,0.0234375,0.040540541,,,,,,,,,,,,
Coloplast,Health Care,Medical Equipment & Supplies,Europe,Denmark,17.3,2.1,0.5,1.6,1353,http://www.forbes.com/companies/coloplast/,0.3125,0.238095238,,,,,,,,,,,,
Check Point Software,Information Technology,Software & Programming,Asia,Israel,13.1,1.4,0.7,4.9,1353,http://www.forbes.com/companies/check-point-software/,0.142857143,0.5,,,,,,,,,,,,
Protective Life,Financials,Life & Health Insurance,North America,United States,4.2,4,0.4,69.2,1355,http://www.forbes.com/companies/protective-life/,0.005780347,0.1,,,,,,,,,,,,
Qantas Airways,Industrials,Airline,Australia,Australia,2.2,14.9,-0.3,17.9,1356,http://www.forbes.com/companies/qantas-airways/,-0.016759777,-0.020134228,,,,,,,,,,,,
PVH,Consumer Discretionary,Apparel/Accessories,North America,United States,10.3,8.2,0.1,11.6,1357,http://www.forbes.com/companies/pvh/,0.00862069,0.012195122,,,,,,,,,,,,
Kajima,Industrials,Construction Services,Asia,Japan,3.8,15.3,0.2,17.4,1358,http://www.forbes.com/companies/kajima/,0.011494253,0.013071895,,,,,,,,,,,,
Calpine,Utilities,Electric Utilities,North America,United States,8.9,6.5,0,16.6,1359,http://www.forbes.com/companies/calpine/,0,0,,,,,,,,,,,,
Shanghai Construction,Industrials,Construction Services,Asia,China,2.8,16.2,0.3,15.8,1360,http://www.forbes.com/companies/shanghai-construction/,0.018987342,0.018518519,,,,,,,,,,,,
Smith & Nephew,Health Care,Medical Equipment & Supplies,Europe,United Kingdom,13.7,4.3,0.6,5.8,1360,http://www.forbes.com/companies/smith-nephew/,0.103448276,0.139534884,,,,,,,,,,,,
CSN,Materials,Iron & Steel,South America,Brazil,6.2,8,0.2,21.4,1362,http://www.forbes.com/companies/csn/,0.009345794,0.025,,,,,,,,,,,,
Banco Davivienda,Financials,Regional Banks,South America,Colombia,5.8,3.1,0.5,28.2,1363,http://www.forbes.com/companies/banco-davivienda/,0.017730496,0.161290323,,,,,,,,,,,,
Portugal Telecom,Telecommunication Services,Telecommunications services,Europe,Portugal,3.8,7,0.4,16.6,1364,http://www.forbes.com/companies/portugal-telecom/,0.024096386,0.057142857,,,,,,,,,,,,
NMDC,Materials,Diversified Metals & Mining,Asia,India,9.1,1.9,1,5.4,1365,http://www.forbes.com/companies/nmdc/,0.185185185,0.526315789,,,,,,,,,,,,
CCR,Industrials,Other Transportation,South America,Brazil,13.2,2.8,0.6,5.9,1366,http://www.forbes.com/companies/ccr/,0.101694915,0.214285714,,,,,,,,,,,,
DR Horton,Industrials,Construction Services,North America,United States,7.2,6.6,0.5,8.9,1367,http://www.forbes.com/companies/dr-horton/,0.056179775,0.075757576,,,,,,,,,,,,
Unicharm,Consumer Staples,Household/Personal Care,Asia,Japan,10.7,5.8,0.4,5.7,1368,http://www.forbes.com/companies/unicharm/,0.070175439,0.068965517,,,,,,,,,,,,
AGCO,Industrials,Heavy Equipment,North America,United States,5.1,10.8,0.6,8.4,1369,http://www.forbes.com/companies/agco/,0.071428571,0.055555556,,,,,,,,,,,,
Rite Aid,Consumer Staples,Drug Retail,North America,United States,6.2,25.4,0.3,7.1,1370,http://www.forbes.com/companies/rite-aid/,0.042253521,0.011811024,,,,,,,,,,,,
Mohawk Industries,Consumer Discretionary,Furniture & Fixtures,North America,United States,10,7.3,0.3,8.5,1371,http://www.forbes.com/companies/mohawk-industries/,0.035294118,0.04109589,,,,,,,,,,,,
UC Rusal,Materials,Aluminum,Asia,Russia,5.4,9.8,-3.2,20.6,1372,http://www.forbes.com/companies/uc-rusal/,-0.155339806,-0.326530612,,,,,,,,,,,,
CR Bard,Health Care,Medical Equipment & Supplies,North America,United States,11.6,3,0.7,5,1373,http://www.forbes.com/companies/cr-bard/,0.14,0.233333333,,,,,,,,,,,,
SCANA,Utilities,Electric Utilities,North America,United States,7.2,4.5,0.5,15.2,1374,http://www.forbes.com/companies/scana/,0.032894737,0.111111111,,,,,,,,,,,,
Cheng Shin Rubber Industry Co.,Consumer Discretionary,Auto & Truck Parts,Asia,Taiwan,10.7,4.5,0.6,5.4,1375,http://www.forbes.com/companies/cheng-shin-rubber-industry/,0.111111111,0.133333333,,,,,,,,,,,,
Manpower,Consumer Discretionary,Business & Personal Services,North America,United States,6.5,20.2,0.3,7.3,1375,http://www.forbes.com/companies/manpower/,0.04109589,0.014851485,,,,,,,,,,,,
Bunzl,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,8.9,9.5,0.3,5.3,1377,http://www.forbes.com/companies/bunzl/,0.056603774,0.031578947,,,,,,,,,,,,
